,cnn,mat_scale,coefficient
0,16.614449095753923,14.500614187407196,0.12722870894870353
1,14.857882330132316,25.856732170923436,0.7402703559231358
2,22.681070343584178,25.649660823124737,0.13088405593611185
3,29.462503015952304,29.868962404438392,0.013795820004363258
4,15.518991023749548,27.03519135334894,0.7420714601854933
5,44.82985580018635,44.30460813736159,0.011716470049912078
6,28.717966872515603,28.748118631101587,0.0010499266441748006
7,17.923045215072843,20.37208498721688,0.13664194576067096
8,11.363216550230081,25.896981305713684,1.2790185500063644
9,24.219572164174185,27.363326992750558,0.12980224453455227
10,22.961636100009517,26.42643183214216,0.15089498488007164
11,22.627158650197124,26.936344879245286,0.1904430996249112
12,27.325637154229533,27.83696108465926,0.01871224182417956
13,33.24309153776231,33.27472627743483,0.0009516184629394009
14,84.33030318213797,75.1703021523432,0.1086205158068844
15,12.742320904630901,26.118137295797247,1.049715863481763
16,12.603817488742244,27.552781020133967,1.1860663282964996
17,11.603655896479331,24.734728555966857,1.131632373161947
18,44.802983833846454,40.01462814746556,0.10687582113143831
19,18.360749703067352,27.34066304524253,0.48908206295492335
20,14.744999418444378,24.78177061913401,0.68068983360791
21,12.635118385481084,20.344882757698507,0.6101853688269873
22,10.633252428356759,16.54797698660842,0.5562479211420084
23,22.46218977905761,28.06145820991934,0.24927527039603906
24,13.125099053641698,23.495326033875223,0.7901065689371842
25,16.39719111375401,24.70462397781721,0.506637558008024
26,9.32925864384407,22.64144591944447,1.4269287393360537
27,13.380030417958695,27.32325426280137,1.042092088679265
28,13.654066241130096,28.48616901304054,1.086277341121413
29,10.465529705919357,25.539289226262422,1.4403245649207101
30,21.16213531008342,23.006656646281055,0.08716139979119916
31,12.151219335120075,21.74560396135033,0.7895820461819889
32,14.58928432514977,20.493694804062848,0.40470871273203907
33,16.99080100297904,22.036513430217163,0.29696730756563183
34,17.597724979950346,27.296794373161376,0.5511547318907126
35,23.742258400037137,27.060476781863688,0.13976001465055912
36,19.65153419333757,23.24753548910964,0.18298832347609867
37,12.707488615432718,25.22882253917299,0.985350788237861
38,9.964883839730419,24.86121833771789,1.4948829045648426
39,13.064461698206202,17.84924377743239,0.3662441047902615
40,21.728089690724204,25.036266331612175,0.15225345108457664
