,scale,x_A,x_B,y_A,y_B,sigma_x_A,sigma_x_B,sigma_y_A,sigma_y_B
116,0.013333333333333334,56.43971395233893,69.43386193587209,63.85534586838892,62.68837538051332,22.015747248391662,23.131514869072067,20.52412350264112,21.88721903347566
117,0.07333333333333333,57.194734823848634,66.55249609521269,63.62238398568226,63.11064668410738,23.298398040770316,19.854699233889235,22.007768089864463,18.3194364204639
118,0.64,44.26773876256193,73.5926305056492,65.05647482905589,63.440871840163844,17.591633724777285,19.72973973055495,13.591720069374542,22.52171039618469
119,0.6933333333333334,40.386239032299464,74.43297979502651,65.2579254287598,63.485118180357404,17.72513102648888,18.97751629369347,13.050419578369704,21.998561258681182
120,0.5733333333333334,46.78044938585568,73.26549835588798,64.81016877145626,63.537645268447925,17.61072773879159,20.115447410634957,14.089469749610915,22.82062168658166
121,0.02666666666666667,58.288542530094915,65.06383820608951,63.51450437958981,63.22121705264661,25.83466374725225,19.025575189370926,24.854643204015584,17.5592052661507
122,0.25333333333333335,53.998329030990675,71.43714529683352,64.070025008389,62.99451287132777,19.45211034424472,23.925412978212112,17.40692617259771,22.110924121348873
123,0.74,36.6570784040445,74.65926070960265,65.60520293869706,63.43953904626878,18.07986654335062,18.897639551372013,12.731265915847544,22.00703540686476
124,0.36666666666666664,55.462240587816005,64.40517706212485,63.633480745615365,63.69120010161778,18.976401073915078,18.926422303441644,20.613096116512445,15.819458695946963
125,0.23333333333333334,54.16516195824758,71.47555151829722,64.06704339121029,62.75015453471107,19.574895525947618,23.41287146427743,17.56772243361325,21.77831806725733
126,0.0,58.41615501426536,65.7179989023743,63.46879314136581,62.997176253679754,25.19242932502284,18.54372042643031,26.132182433091334,17.28373097600275
127,0.2733333333333333,54.14666762803048,70.87249285131256,64.00645446652754,63.54008582599127,19.545615207448822,23.525254804823295,17.55340116179209,25.547924493461476
128,0.7666666666666667,30.76131451914707,75.15936355626918,66.22989639062787,63.377433214869974,18.781142283263364,18.456615046556486,12.391403508996692,21.69902770635764
129,0.66,43.250824407766615,73.9535082246562,65.03324731823243,63.41155270297422,17.62115929021026,19.45538748195985,13.431668965705661,22.37436940286469
130,0.7533333333333333,35.0763666518903,74.95764016185124,65.64927155025795,63.37757045274355,18.267447288671978,18.621367581513766,12.623232476440577,21.82778125811819
131,0.6533333333333333,43.60478980427258,73.84391375034382,64.89927043608415,63.45147662184971,17.590760255783014,19.52106182822966,13.480330375974484,22.401320615795484
132,0.5733333333333334,46.781322080817155,73.26698328611312,64.83765461058564,63.52085141829877,17.610069578150277,20.114458346060225,14.0898068225416,22.822066099068575
133,0.76,34.5954693985993,74.6112905429421,65.7009296762345,63.31106254654229,18.33486019864944,18.969218294416248,12.595719232633765,22.138951551373495
134,0.7866666666666666,31.199137719241893,75.0335209384088,65.43017305726163,63.28596689159217,18.715553721758155,18.659929112605585,12.416112602229344,21.96013414437013
135,0.66,43.252692184080345,73.95231832210011,65.07708022873113,63.42302646232276,17.62008617178152,19.456068533500567,13.432144297525689,22.373333641336327
136,0.68,40.92425846868804,74.21085777563957,65.26644194051167,63.440268035282735,17.709662381326602,19.200065351645488,13.116997400836487,22.167069774796474
137,0.6733333333333333,42.37861379816984,74.09927949715276,65.15005498665009,63.45178987280333,17.71292431317113,19.30209347516223,13.330864066345654,22.254253265725914
138,0.8,25.613612918835866,75.32803956978015,66.30572754647939,63.28093514319858,19.40859668825825,18.44526502562293,12.187205873256035,21.806992711638404
139,0.21333333333333335,55.168997597705655,69.48397022717884,63.92227762662735,62.81915605970721,20.35873087005473,21.926190139291663,18.603675818084266,20.103094195420585
140,0.18666666666666668,54.90732605337704,70.76478514208412,64.00971791534175,63.27119583825099,20.14529773778843,25.407550168802544,18.312628807880145,23.602026704918053
141,0.64,44.25228756179216,73.58820558443625,64.89827330936332,63.469556979298886,17.599065349596938,19.73247190432923,13.588295947268927,22.51764838936458
142,0.7,40.877800337014854,74.04400016984809,65.12455944419821,63.32673853703669,17.80811379392496,19.42800368219784,13.15136730997258,22.401922524125617
143,0.4266666666666667,53.81966986936224,66.24872577346994,63.79755147991617,63.603752645138,19.218507939279043,19.41853786567611,17.22025765510403,16.21296044095631
144,0.2866666666666667,56.08665850004801,64.87378979045954,63.64611268453563,63.636838782560886,21.267835996361836,19.376947163393226,19.772364242987315,16.763936530359747
145,0.3,53.53080736335408,71.76702584750899,64.10045137221167,63.05722652648079,19.15081755578441,23.597693348120657,17.0300840539965,21.67634892047207
146,0.7066666666666667,39.03051210995875,74.70073831012374,65.38745329695647,63.426774760791936,17.90650871146177,18.748399777024535,12.934821170092828,21.83961156788367
147,0.28,56.27763790724423,64.49742657862588,63.60959538806116,63.64436860996653,21.60649095157494,19.17487518907511,20.141008782262546,16.676470982314896
148,0.34,55.663572385521036,64.66210802247981,63.64530628018121,63.61161147012858,20.82901323297263,19.172813264143628,19.227045611095207,16.380260931313277
149,0.6866666666666666,40.582001507542586,73.8567969573468,65.42253325496979,63.38322010961745,17.74044634111658,19.58685450392683,13.085572130757475,22.513644557064993
150,0.9866666666666667,-26.643935385972664,78.9351903890826,70.76017321690645,63.07452692770744,25.052911659450313,16.570894978845537,11.674528170601622,20.881266373756226
151,0.013333333333333334,58.31722893022059,65.13109387000169,63.507197599522954,63.17764021692138,24.938941616124776,19.16822175418584,25.915402359576557,17.673537342315775
152,0.5333333333333333,47.984302725692025,73.7214771285998,64.62658456058054,63.164620408616024,17.662687463838665,21.85740187229131,14.385685696050636,19.39569094069008
153,0.11333333333333333,55.48329952063379,70.97905664734007,64.02743590655233,62.52066329081685,20.68210211871069,23.88081442244259,18.986852461386526,22.47932241264456
154,0.02666666666666667,58.288525040118984,65.06379717403046,63.515446205675026,63.22326700400066,25.834713059329452,19.02629970588259,24.854599293851678,17.558635753294
155,0.6266666666666667,44.882983627254866,73.47403182906147,64.99344528396637,63.340945031179544,17.56139729074035,22.699653113616883,13.693121759960652,19.915668682388198
156,0.0,58.41537012685087,65.71832092361544,63.47404422175754,62.99377066625684,25.190870484641312,18.54319636660375,26.133922645397835,17.284155338654315
157,0.8533333333333334,14.889034305491197,76.61579816518537,67.9290097243366,63.25096567707922,20.670330980075857,21.394164269152807,11.933455409468479,17.69149221554389
158,0.4533333333333333,50.941725268143315,72.26323604944933,64.3620992709771,63.417110355689054,18.128053110554266,21.21897757478225,15.44782066230912,23.574574630245966
159,0.5933333333333334,45.994941955215076,73.55840626001908,64.83416821993231,63.51472380276881,17.59799317765297,19.783412108500467,13.924112321694473,22.544236222330817
160,0.013333333333333334,58.317253337268305,65.13098168650262,63.50677689888921,63.17872842407718,24.93899262826857,19.168301001320206,25.91534511812783,17.67347522630559
161,0.9866666666666667,-25.22029942006812,80.1132724586833,67.55175207742099,63.163191297944074,24.866778530044016,16.197243142425137,11.693621977865243,20.815419984025873
162,0.16666666666666666,57.32084121653146,64.6502562527474,63.53466260936923,63.39600143422516,22.219319806140916,18.98864022147866,23.448249471032074,17.05719197249222
163,0.7733333333333333,32.83966605886374,74.83059451117953,66.02063381711662,63.320417266105956,18.517428374551432,18.80435092818403,12.497796224655854,22.046824250910838
164,0.8066666666666666,24.096336143602542,75.4554990549005,66.34663728554283,63.26164297634954,19.630384366049842,18.357864222982666,12.144852452740878,21.762955507947616
165,0.92,-2.74232232383795,77.71691730370212,68.48430832390791,63.13101801572844,22.54815204818682,21.104321552731363,11.734702970898633,17.09574691080524
166,0.5066666666666667,49.22468155037996,72.50012129037754,64.5511982590436,63.51903434654988,17.863004586473515,23.4327722108627,14.797681475516907,20.94642805604597
167,0.6466666666666666,44.02070493610755,73.76175124857735,64.82724442529536,63.46947305024316,17.606534262442526,19.59914647090918,13.551530653887331,22.438299717396358
168,0.8933333333333333,4.590758045504768,77.68761137382464,68.33839973629125,63.20591266697416,21.80931242693952,21.13283631463341,11.795380738941937,17.13590984242533
169,1.0,-31.04238686729531,79.4033925398455,70.86061645115183,63.078138542008695,25.335979497134545,16.392259185694503,11.692377418588636,20.82245180511756
170,0.6266666666666667,44.88301552904806,73.46183874388694,64.9207633907734,63.4623062746463,17.56202608374702,19.9231362375962,13.692823702220931,22.688610033895504
171,0.32666666666666666,55.758884507657996,64.95260158991161,63.66293118156206,63.535285287703154,20.906978830931834,19.23805311071639,19.33267460035337,16.459277983293276
172,0.48,49.79604736975064,72.24487317946345,64.49376136004379,63.48121188128369,17.923789340277718,21.283583711801608,14.984821556118018,23.70859611314109
173,0.4866666666666667,49.28426540703279,73.56858283844443,64.77108151585986,62.87015083936654,17.763004479714848,21.803991771015067,14.775456210853797,19.52855841497718
174,0.7733333333333333,32.83959593249699,74.8342720134084,66.02029917423043,63.30193391898091,18.517449418433316,18.80255157277364,12.497789754971969,22.049725119659914
175,0.5,48.80169714956656,73.82341557558618,64.6506670535104,62.93484100706478,17.765383440267087,21.70913362882462,14.642037830082959,19.33452305093955
176,0.06666666666666667,56.711685534692116,67.57460549216725,63.618203986362836,63.08855807219421,22.423898622187497,21.585125192586364,21.009058754981034,20.01072887372962
177,0.86,13.04364107431827,76.70095310217653,67.2553192150576,63.24341505874879,20.928954182250497,17.632893895280926,11.896369634470606,21.362548889226183
178,0.9333333333333333,-7.841183365642571,77.95472542468163,68.72639826504468,63.18179397350737,23.088549166048367,16.969882703901533,11.702863202129452,21.014334687760822
179,0.02666666666666667,58.28920052992354,65.06334167495461,63.52266166725098,63.21710092128911,25.833461721152663,19.021297480791116,24.855713703407957,17.562570255479393
180,0.49333333333333335,49.552258090026086,72.37644991004716,64.4910680997413,63.5715076165094,17.883927690201233,21.089147338149775,14.893459984944498,23.528638279609478
181,0.88,8.136549428937498,76.55212334233853,68.03333585810365,63.158652890076816,21.450550650555243,17.713166149560294,11.830099924209538,21.418086580655157
182,0.42,51.45951361149126,71.99209552888088,64.33129429826506,63.45122532908172,18.312976984820747,21.52360256020388,15.716713487923638,23.754962356705025
183,0.28,56.11139600729417,65.48983842262983,63.609641606574314,63.34483123363602,21.363076051728683,18.81545545625798,19.857888340884678,16.53536778286037
184,0.88,8.09117378610566,77.22597783345203,67.51789106820799,63.26403485426558,21.46054244122189,17.34557471040009,11.828425376028672,21.200408865761627
185,0.56,47.17833253928323,73.07447672527631,64.80137643899407,63.49810138204354,17.634041833125092,20.24648075635505,14.185090654410407,22.883454011266014
186,0.7066666666666667,39.030211543788376,74.69959893931194,65.43221099832833,63.43590556744342,17.906278881710833,18.74897826152317,12.934907799930475,21.838697272627638
187,0.52,48.44259679397642,73.67824781296264,64.729728573324,63.17002503393145,17.68422189407401,22.04017955758429,14.509302802372323,19.530739359846283
188,0.9933333333333333,-27.250399599228686,80.27873645902785,68.43064864826641,63.13631741227459,25.016558872244175,16.12168838362551,11.688383675524289,20.763686465882326
189,0.6666666666666666,42.93357883913569,74.04129562592907,65.01649254540247,63.43892630940245,17.650554018851384,19.364880228324296,13.391286517621035,22.307487067422535
