,distance,sigma_x_A,sigma_y_A,sigma_x_B,sigma_y_B
0,55.56550409766151,2262.916857873096,2262.23853402219,4963.752358698222,4963.548675176732
1,103.2603684627912,2380.585538430096,2374.8273193072373,3552.761365412526,3555.2924809515184
2,19.164643432439835,2281.025386466645,2276.6471640242976,2879.579851887809,2889.0640700248305
3,64.39130347956974,3115.542980083906,3112.0240899399623,2829.813667837975,2825.554354056058
4,39.69293045057076,2419.968742836737,2420.849478704763,2860.784246446686,2864.710968915275
5,18.005254483549766,2854.114302252994,2854.0860671202067,2570.915520663367,2571.752908901545
6,70.9520537533315,4542.810182727652,4540.687426284438,3211.076863731999,3209.956543458652
7,19.47302464473232,2824.2392959253466,2824.6700462137833,2327.8316971109125,2327.8416608867437
8,39.16561167820331,2190.189695369326,2190.2297172794074,2501.4109668529,2501.4120460302843
9,57.397553992025216,2120.6963989224378,2121.165307455967,2936.2481667675543,2937.0128962895833
10,25.622740925195348,1819.6829264212101,1820.864756783083,3282.1900368228594,3282.477874752223
11,34.72495854689672,2283.7460746559927,2285.7615467261894,2799.7378438533915,2799.1610735812915
12,39.65298155939543,2468.220733207757,2481.1962286759945,3005.3756300534933,3015.582175624544
13,49.09920216284861,1472.7481548372944,1474.008707391137,4488.305240961428,4489.498497315127
14,53.32165221131425,2369.3086943308526,2370.810364038089,4204.546415243255,4202.338531737824
15,76.73251529481824,2676.849762572116,2677.968745909553,2143.967647631812,2150.322915429182
