,score,scale,theta_all,trans_x,trans_y,pro1,pro2
104,12.12191065,1.65,-0.670192486,-8,-1,1.065544584,1.605074958
105,11.53923966,1.65,-1.643851619,-8,-1,1.014227977,1.854154608
106,13.06755265,1.65,1.463365649,-8,-1,1.14857545,1.389622517
107,10.93533398,1.65,-2.511995684,-8,-1,0.961121474,1.469521192
108,12.56532257,1.65,1.535109361,-8,-1,1.104427736,1.232062632
109,10.2330563,1.65,1.985378304,-8,-1,0.899415799,1.262289944
110,11.24156988,1.65,1.761899244,-8,-1,0.988066481,1.35634361
111,10.73411821,1.65,1.455606248,-8,-1,0.943478109,1.28545762
112,11.59034807,1.65,-2.45851243,-8,-1,1.01869277,1.704679976
113,11.8848821,1.65,-2.171505515,-8,-1,1.044588183,1.408535058
114,11.13990771,1.65,-1.436703941,-8,-1,0.979138008,2.03733974
115,10.90278883,1.65,1.541180785,-8,-1,0.958299217,1.417206132
116,11.43064989,1.65,0.293700457,-8,-1,1.004858447,1.41647178
117,13.42119883,1.65,-2.739225479,-8,-1,1.179602847,1.551663822
118,13.21052131,1.65,1.905797071,-8,-1,1.161118454,1.487228191
119,12.05115462,1.65,2.676787388,-8,-1,1.059190202,1.396956673
120,11.16686946,1.65,2.215868602,-8,-1,0.981482752,1.382983748
121,13.04744833,1.65,1.257966265,-8,-1,1.146823672,1.524261145
122,13.0135378,1.65,1.744759893,-8,-1,1.143812661,1.371666769
123,13.14825212,1.65,1.709283024,-8,-1,1.155655023,1.635929659
124,12.36646623,1.65,2.755752005,-8,-1,1.086901657,1.450431878
125,12.38807249,1.65,-3.101951115,-8,-1,1.088797128,1.627227744
126,13.49881621,1.65,-1.565299035,-8,-1,1.186466415,1.827519345
127,11.13434157,1.65,0.691951851,-8,-1,0.97874337,1.405019047
128,11.69380343,1.65,-2.677490905,-8,-1,1.027781244,1.220278787
129,12.48868871,1.65,2.341248016,-8,-1,1.097655744,1.963730962
130,11.53989367,1.65,1.726206635,-8,-1,1.014288909,1.395375378
131,12.23748189,1.65,1.246307652,-8,-1,1.07563154,1.550489164
132,12.91496289,1.65,1.340885086,-8,-1,1.135171865,1.65253895
133,13.17549117,1.65,1.135691695,-8,-1,1.158090852,1.519044075
134,11.13864875,1.65,1.376782524,-8,-1,0.979038927,1.197230816
135,12.76349228,1.65,0.061219264,-8,-1,1.122046797,1.446983892
136,11.45163836,1.65,-1.926744657,-8,-1,1.006517891,1.818931426
137,11.81694769,1.65,1.883977259,-8,-1,1.038633387,1.323319513
138,11.98253333,1.65,2.739350916,-8,-1,1.053157702,1.392524488
139,13.43619116,1.65,2.408093566,-8,-1,1.180931066,1.455708072
140,12.53953802,1.65,3.052822027,-8,-1,1.10210967,1.555283076
141,12.82674519,1.65,2.699675743,-8,-1,1.127357243,1.449554144
142,12.35840392,1.65,2.130836474,-8,-1,1.086213049,1.45264483
143,13.38908509,1.65,1.800584241,-8,-1,1.176818234,1.493863421
144,11.02486913,1.65,2.705042004,-8,-1,0.968988201,1.394581016
145,13.41003607,1.65,3.127432621,-8,-1,1.178618241,1.733815341
146,13.97000069,1.65,-1.019678519,-8,-1,1.227928972,1.547703399
147,11.13541234,1.65,2.037113515,-8,-1,0.978724684,1.355745362
148,12.31132916,1.65,2.520219242,-8,-1,1.082061356,1.526320396
149,12.73797763,1.65,1.392711164,-8,-1,1.119611905,1.50433197
150,11.58581557,1.65,0.479152738,-8,-1,1.018469581,1.556276515
151,11.97306896,1.65,1.48690163,-8,-1,1.052374244,1.940981069
152,12.78748514,1.65,2.320821838,-8,-1,1.123918333,1.698357282
153,10.80688689,1.65,3.110413752,-8,-1,0.949825496,1.276874537
154,12.91642603,1.65,1.271861866,-8,-1,1.135306061,1.589900896
155,13.89762642,1.65,1.534671976,-8,-1,1.221530472,1.336176867
156,11.91090556,1.65,1.616914578,-8,-1,1.046903755,1.569035989
157,12.87529713,1.65,2.803717211,-8,-1,1.131622447,1.835582134
158,10.70579402,1.65,2.31406454,-8,-1,0.940954443,1.142250779
159,11.19491844,1.65,1.914415954,-8,-1,0.983959789,1.190910893
160,10.28767677,1.65,3.063380163,-8,-1,0.904191815,1.357794684
161,13.58459437,1.65,-2.429850015,-8,-1,1.193970827,1.587108543
162,10.57505474,1.65,1.096524497,-8,-1,0.929523199,1.244391836
163,9.725087907,1.65,2.253636387,-8,-1,0.854759962,1.310621178
164,12.22925332,1.65,1.255648812,-8,-1,1.074907476,1.633389527
165,9.144633715,1.65,2.469110525,-8,-1,0.803736861,1.21566664
166,14.51178287,1.65,2.607112377,-8,-1,1.27545972,1.49391821
167,11.08453507,1.65,0.924049935,-8,-1,0.974326975,1.115809926
168,11.41812209,1.65,-2.435303754,-8,-1,1.003556125,1.48617222
169,13.80089112,1.65,1.00514693,-8,-1,1.213080117,1.416506515
170,10.96208941,1.65,1.44156957,-8,-1,0.963516445,1.229089395
171,11.80868734,1.65,2.661048148,-8,-1,1.037879814,1.330990839
172,12.28747225,1.65,1.622492301,-8,-1,1.080001641,1.413171007
173,10.07714494,1.65,1.334351324,-8,-1,0.885739783,1.165161398
174,10.13798105,1.65,1.960374036,-8,-1,0.891060246,1.046306365
175,13.49538659,1.65,1.209638338,-8,-1,1.186200572,1.666846939
176,13.05519798,1.65,-0.760129214,-8,-1,1.147564115,1.62669221
177,13.82235537,1.65,2.982256891,-8,-1,1.214857923,1.76140208
178,12.35708397,1.65,2.837482837,-8,-1,1.086075655,1.863905841
179,13.09252616,1.65,2.257145231,-8,-1,1.150731578,1.423540607
180,11.42685177,1.65,-2.171735595,-8,-1,1.004330892,1.494509843
181,10.72126633,1.65,-2.918691359,-8,-1,0.942301152,1.265241517
182,12.59474296,1.65,1.450753394,-8,-1,1.1070185,1.365125526
183,11.39767786,1.65,1.165386655,-8,-1,1.001822838,1.423098639
184,12.73354644,1.65,1.050048793,-8,-1,1.119255659,1.637132035
185,11.38299519,1.65,2.072101151,-8,-1,1.000484082,1.748424628
186,13.51034982,1.65,2.160402038,-8,-1,1.187459295,1.427669686
187,12.73632243,1.65,2.914542691,-8,-1,1.119406254,1.542569992
188,13.23131979,1.65,-3.076744202,-8,-1,1.162910841,1.917283662
189,11.08196238,1.65,-2.399658516,-8,-1,0.974011392,1.181662446
190,12.20188108,1.65,0.852263163,-8,-1,1.072553277,1.36463204
191,12.54709018,1.65,1.83312341,-8,-1,1.102810545,1.261702237
192,12.5182943,1.65,0.461342133,-8,-1,1.10044406,1.503460489
193,12.81343984,1.65,1.378962627,-8,-1,1.126245649,1.602693411
194,11.48443394,1.65,-1.015201644,-8,-1,1.009454262,1.968613054
195,11.35614251,1.65,-0.199543895,-8,-1,0.998312368,1.602988218
196,12.22047731,1.65,2.412250177,-8,-1,1.074079645,1.41472564
197,15.05953671,1.65,0.709959397,-8,-1,1.323775876,1.574850357
198,13.09168854,1.65,0.053486432,-8,-1,1.150898866,1.688607679
199,12.73633734,1.65,2.171203316,-8,-1,1.119428893,1.518153504
200,10.29667128,1.65,2.597947332,-8,-1,0.904988208,1.230262938
201,13.20846954,1.65,-0.15285675,-8,-1,1.161155081,1.546382005
202,10.09692156,1.65,1.324920507,-8,-1,0.887478636,1.40429854
203,11.60331015,1.65,2.198804187,-8,-1,1.019843209,1.596023847
204,12.54950816,1.65,-2.124259564,-8,-1,1.10300532,1.607368068
205,11.65832821,1.65,1.460679005,-8,-1,1.024711503,1.291816142
206,13.07579558,1.65,2.003654004,-8,-1,1.149272323,1.443767012
207,13.35863727,1.65,2.417913562,-8,-1,1.174114356,1.360683813
208,11.27856007,1.65,-1.339704476,-8,-1,0.991330131,1.422166338
209,10.38049883,1.65,1.212385331,-8,-1,0.912411856,1.384221886
210,11.52607639,1.65,2.50618346,-8,-1,1.013044694,1.308857643
211,9.770856496,1.65,2.630315185,-8,-1,0.858772986,1.182675053
212,12.19065395,1.65,1.070237299,-8,-1,1.071533852,1.301547862
213,11.38957281,1.65,0.798306486,-8,-1,1.001159894,1.274807397
214,13.02800653,1.65,-1.818811435,-8,-1,1.145073932,1.409025684
215,9.65305812,1.65,2.318905681,-8,-1,0.84842716,1.139562909
216,13.42996761,1.65,0.229143887,-8,-1,1.180625357,1.483797844
217,13.11945572,1.65,2.600278899,-8,-1,1.153086442,1.624083462
218,11.17928797,1.65,2.122589785,-8,-1,0.982577721,1.57430974
219,12.27866698,1.65,2.767662293,-8,-1,1.079184668,1.174866164
220,11.46389342,1.65,1.014449947,-8,-1,1.007659896,1.843628108
221,13.74850686,1.65,-2.647381035,-8,-1,1.208371981,1.583425937
222,13.47358185,1.65,0.852331095,-8,-1,1.184336588,1.644580046
223,13.06497115,1.65,2.727037564,-8,-1,1.148294584,1.743772746
224,10.56056808,1.65,2.285066858,-8,-1,0.928191167,1.290333843
225,12.10448865,1.65,2.655903506,-8,-1,1.063878269,1.698783365
226,10.64993484,1.65,1.615952129,-8,-1,0.936071334,1.207184403
227,11.29664414,1.65,1.828962875,-8,-1,0.992904353,1.301322922
228,12.92111763,1.65,-1.98053049,-8,-1,1.135672543,1.740857282
229,11.0971264,1.65,2.28344738,-8,-1,0.975350493,1.288402514
230,12.51384383,1.65,2.634852252,-8,-1,1.099857513,1.543141791
231,12.49086644,1.65,2.782080894,-8,-1,1.097834834,1.435981306
232,12.81368828,1.65,0.424209967,-8,-1,1.126418361,1.887840257
233,10.76462494,1.65,2.849276403,-8,-1,0.946112793,1.321340843
234,15.76208953,1.65,2.850525018,-8,-1,1.385344533,1.532955022
235,12.81415994,1.65,-0.630864329,-8,-1,1.126403258,1.6070409
236,11.59604081,1.65,2.696046696,-8,-1,1.019189307,1.594036526
237,10.5428135,1.65,2.120212937,-8,-1,0.926636352,1.215421419
238,11.69260054,1.65,0.84760969,-8,-1,1.027787966,1.319741431
239,13.0202848,1.65,-2.510339335,-8,-1,1.144370696,1.570232175
240,13.59883097,1.65,2.742979954,-8,-1,1.195215756,1.49235925
241,10.78780437,1.65,-3.013307741,-8,-1,0.948148634,1.703913301
242,12.98385159,1.65,1.924436506,-8,-1,1.141194786,1.522784219
243,14.47964267,1.65,1.023927784,-8,-1,1.272738431,1.450189608
244,11.99729764,1.65,3.071155432,-8,-1,1.054451682,1.578699672
245,12.32174395,1.65,2.080425273,-8,-1,1.082993045,1.614843642
246,11.57398764,1.65,2.720897237,-8,-1,1.017250533,1.473721665
247,11.76958153,1.65,1.340717624,-8,-1,1.034497588,1.502218576
248,10.86885932,1.65,-2.933369743,-8,-1,0.955273112,1.16924382
249,11.78696114,1.65,-1.35805712,-8,-1,1.036014956,1.457452611
250,12.12524595,1.65,2.059051757,-8,-1,1.065723183,2.028658492
251,10.74387864,1.65,1.843482841,-8,-1,0.944319147,1.467879828
252,11.97792358,1.65,1.290055589,-8,-1,1.052813731,1.489145928
253,12.7193727,1.65,2.327541848,-8,-1,1.117931536,1.456806173
254,13.54040579,1.65,2.875914567,-8,-1,1.19007833,1.767702341
255,10.71816629,1.65,2.632657738,-8,-1,0.942033197,1.339200906
256,13.00396998,1.65,1.460670972,-8,-1,1.142987004,1.419267636
257,10.98541322,1.65,1.927089597,-8,-1,0.96554515,1.104337746
258,12.4237086,1.65,0.017619265,-8,-1,1.092176409,1.460876571
259,12.29225865,1.65,0.278639449,-8,-1,1.08060373,1.423518035
260,11.34789456,1.65,2.158793107,-8,-1,0.997395617,1.60342426
261,12.02528356,1.65,0.179494183,-8,-1,1.057144538,1.663068647
262,13.20752773,1.65,-0.378557916,-8,-1,1.161036246,1.740354632
263,13.37611815,1.65,1.833271825,-8,-1,1.175676897,1.489694449
264,12.7053737,1.65,1.700774987,-8,-1,1.116728996,1.568395376
265,11.59202143,1.65,2.831854596,-8,-1,1.018833673,1.598006858
266,11.99409358,1.65,2.802664173,-8,-1,1.054172624,1.439658323
267,10.39964332,1.65,2.268147358,-8,-1,0.914047688,1.156316403
268,11.44188559,1.65,-1.036664335,-8,-1,1.005711814,1.789097046
269,12.67590444,1.65,2.392712129,-8,-1,1.114108637,1.448585989
270,9.793452766,1.65,-3.112780968,-8,-1,0.860754009,1.269851448
271,11.28082753,1.65,1.26236385,-8,-1,0.991543731,1.388553426
272,12.09637405,1.65,2.016244918,-8,-1,1.063187378,1.495769366
273,12.13657432,1.65,2.518084856,-8,-1,1.066701951,1.45523589
274,10.06579033,1.65,2.515377995,-8,-1,0.884697667,1.190547423
275,10.86919103,1.65,2.153017675,-8,-1,0.955321344,1.284811502
276,12.95933914,1.65,-0.889667692,-8,-1,1.139114156,1.715343192
277,11.37717706,1.65,1.788707268,-8,-1,0.999984396,1.458588542
278,11.51564356,1.65,2.843902438,-8,-1,1.012120584,1.552014279
279,12.20221137,1.65,0.269817691,-8,-1,1.07268886,1.591419094
280,13.15105963,1.65,2.466057102,-8,-1,1.155868312,1.547272814
281,12.55201914,1.65,0.60464251,-8,-1,1.103379703,1.663166622
282,11.36281257,1.65,1.615209581,-8,-1,0.998729443,1.2517531
283,10.80791827,1.65,2.550058097,-8,-1,0.949923538,1.233707219
284,12.18357847,1.65,1.620884862,-8,-1,1.070870024,1.380977213
285,13.05025469,1.65,2.173807932,-8,-1,1.147019769,1.534237327
286,12.85587447,1.65,1.637697089,-8,-1,1.129960308,1.383412942
287,12.28579047,1.65,0.116733893,-8,-1,1.080049881,1.567955271
288,12.12589232,1.65,1.397400808,-8,-1,1.065812012,1.614975875
289,12.38867458,1.65,0.50007771,-8,-1,1.0890421,1.531162991
290,12.9470048,1.65,1.395933906,-8,-1,1.137984248,1.486156904
291,11.67595668,1.65,0.9881318,-8,-1,1.026303484,1.472622162
292,10.60646539,1.65,-3.091801439,-8,-1,0.932210341,1.364628185
293,13.66683191,1.65,2.635960249,-8,-1,1.201195058,1.685885572
294,12.38413342,1.65,0.396424936,-8,-1,1.088662239,1.456251886
295,13.70747434,1.65,0.95533535,-8,-1,1.20487703,1.382797779
296,10.7519884,1.65,1.626305968,-8,-1,0.94504084,1.315293628
297,12.94192276,1.65,2.613587309,-8,-1,1.137482471,1.558337293
298,10.97470662,1.65,-3.053171293,-8,-1,0.964575453,1.185932877
299,12.51232784,1.65,1.607836513,-8,-1,1.099765957,1.590594525
300,10.83819333,1.65,1.274688312,-8,-1,0.95263689,1.436068424
301,13.91797969,1.65,-0.177575694,-8,-1,1.223525038,1.830213208
302,11.50052354,1.65,1.73980404,-8,-1,1.010827912,1.409345864
303,12.1174379,1.65,-2.628369577,-8,-1,1.065015811,1.418494512
304,12.62435583,1.65,2.773731399,-8,-1,1.109567503,1.647113023
305,12.18016874,1.65,2.745935299,-8,-1,1.070527962,1.361310601
306,9.796110055,1.65,-3.070502695,-8,-1,0.860987639,1.059526855
307,12.62172622,1.65,1.324984964,-8,-1,1.109398767,1.318338779
308,11.50976679,1.65,0.542123672,-8,-1,1.011772808,1.490059082
309,10.92952851,1.65,1.896992263,-8,-1,0.960634451,1.459468805
310,9.345282752,1.65,2.07932637,-8,-1,0.821383459,1.190602855
311,11.6829563,1.65,2.28937982,-8,-1,1.02684014,1.259253306
312,13.79660303,1.65,1.545887887,-8,-1,1.212650364,1.691342329
313,11.38843206,1.65,-2.694140196,-8,-1,1.00094156,1.536591595
314,12.0060962,1.65,2.841557951,-8,-1,1.055226954,1.57845827
315,13.74651815,1.65,-1.312266791,-8,-1,1.208253625,1.707582093
316,12.92042201,1.65,0.385276518,-8,-1,1.135808206,1.759137312
317,12.27070412,1.65,0.534744524,-8,-1,1.078664923,1.540374265
318,12.3768542,1.65,1.156901905,-8,-1,1.087890486,1.156289124
319,12.32591968,1.65,1.297761784,-8,-1,1.083400648,1.517151397
320,10.30109457,1.65,2.218732015,-8,-1,0.90538764,1.265203906
321,11.44388028,1.65,2.142710387,-8,-1,1.005832669,1.379506215
322,10.86071315,1.65,2.391103875,-8,-1,0.954568173,1.317145532
323,11.41891709,1.65,-2.299625,-8,-1,1.003629584,1.54275655
324,12.39095134,1.65,1.037810528,-8,-1,1.089143785,1.345760624
325,14.1790584,1.65,2.988178015,-8,-1,1.246208789,1.474710295
326,11.89861005,1.65,3.093941092,-8,-1,1.0457779,1.295681337
327,12.32670213,1.65,0.602393314,-8,-1,1.083573769,1.637583045
328,12.03091263,1.65,1.639764484,-8,-1,1.057450624,1.317693093
329,12.78575862,1.65,-1.682410827,-8,-1,1.12378764,1.655912573
330,13.14058187,1.65,2.07313429,-8,-1,1.154963367,1.769771075
331,13.68234411,1.65,2.305723299,-8,-1,1.202569949,1.752689726
332,10.75958068,1.65,-3.052409479,-8,-1,0.945667869,1.383400652
333,11.41490436,1.65,2.558535992,-8,-1,1.003272201,1.28772564
334,11.51853787,1.65,1.918465846,-8,-1,1.01240364,1.564143567
335,11.33439348,1.65,2.645740565,-8,-1,0.99619389,1.683849104
336,13.34331339,1.65,-2.206097084,-8,-1,1.172771598,1.500550104
337,11.00732405,1.65,2.207916672,-8,-1,0.967460211,1.204597201
338,13.59437822,1.65,-1.503190425,-8,-1,1.194868979,1.551370027
339,13.52894469,1.65,0.896972664,-8,-1,1.189194627,1.677905851
340,14.27561614,1.65,-1.30704507,-8,-1,1.25475925,1.664077881
341,14.21089377,1.65,0.253602355,-8,-1,1.24927319,1.480319208
342,12.70224871,1.65,1.930210932,-8,-1,1.116443487,1.616698306
343,10.9683653,1.65,2.313061769,-8,-1,0.96403241,1.274009719
344,12.27945172,1.65,1.054074828,-8,-1,1.079341038,1.584147645
345,13.56521804,1.65,2.493191593,-8,-1,1.192268444,1.93381209
346,11.68334693,1.65,-1.464180087,-8,-1,1.026902004,1.579448713
347,14.01058408,1.65,2.042750648,-8,-1,1.231431846,1.719657295
348,10.758779,1.65,1.930887287,-8,-1,0.945625352,1.161888433
349,13.06244605,1.65,-0.57206925,-8,-1,1.148241249,1.476829357
350,12.49903657,1.65,2.507475689,-8,-1,1.09855963,1.66798776
351,13.5273454,1.65,1.097600981,-8,-1,1.189022677,1.59731835
352,11.16199415,1.65,2.199648112,-8,-1,0.98105484,1.231245045
353,12.17370526,1.65,0.923779111,-8,-1,1.070064718,1.579460845
354,10.75183728,1.65,1.134388012,-8,-1,0.945058206,1.376962206
355,11.7546,1.65,1.990176114,-8,-1,1.033148903,1.696157203
356,12.15737285,1.65,2.601313725,-8,-1,1.06852767,1.38285172
357,12.19849227,1.65,2.773008281,-8,-1,1.072137934,1.436855596
358,9.681453984,1.65,1.273908824,-8,-1,0.850963854,1.1825703
359,12.26124139,1.65,-0.501476642,-8,-1,1.077826712,1.745870314
360,12.12346074,1.65,-3.076351867,-8,-1,1.065540261,1.402405737
361,10.70008682,1.65,2.430060537,-8,-1,0.940449284,1.264533288
362,11.39001291,1.65,1.101026365,-8,-1,1.001155673,1.218281492
363,11.06245113,1.65,2.289142291,-8,-1,0.972302615,1.314125015
364,13.32470067,1.65,-2.193222551,-8,-1,1.171136162,1.658578769
365,13.925586,1.65,-0.257927296,-8,-1,1.22418176,1.532989362
366,13.37250305,1.65,0.789206337,-8,-1,1.175464174,1.869567626
367,11.98439926,1.65,1.435040455,-8,-1,1.053373091,1.276910416
368,13.40738282,1.65,3.056485877,-8,-1,1.178385203,1.973403974
369,10.08453068,1.65,2.256972602,-8,-1,0.886352094,1.073757997
370,10.74450421,1.65,-2.967198765,-8,-1,0.944343206,1.510762867
371,10.52660338,1.65,2.928630281,-8,-1,0.925192034,1.279887411
372,12.08537615,1.65,-2.566890847,-8,-1,1.062199067,1.673440167
373,11.22594007,1.65,1.354625243,-8,-1,0.986712847,1.259184547
374,11.89070392,1.65,1.379586991,-8,-1,1.045141134,1.595904054
375,12.9049828,1.65,-2.257838515,-8,-1,1.134244013,1.670780951
376,12.20301616,1.65,3.069473943,-8,-1,1.072532446,1.774890519
377,11.17967582,1.65,-0.212403037,-8,-1,0.982797799,1.480922154
378,10.80916953,1.65,2.216254502,-8,-1,0.95004364,1.305404984
379,10.75260301,1.65,1.266691666,-8,-1,0.945114398,1.308841963
380,10.42287424,1.65,2.348479569,-8,-1,0.916086972,1.343883523
381,10.35149294,1.65,2.622421794,-8,-1,0.909806027,1.186989857
382,13.01801125,1.65,2.497111283,-8,-1,1.144173448,1.606471697
383,14.97012805,1.65,1.968761298,-8,-1,1.315772965,1.513536219
